t,gpu_util_pct,power_w,gpu_mem_used_mb
0.0002560615539550781,5,28.637,431.875
0.2240297794342041,0,28.637,453.875
0.4324605464935303,2,28.736,493.875
0.6365704536437988,1,29.033,455.875
0.8394558429718018,11,32.558,525.875
1.0444376468658447,13,28.736,535.875
1.2485747337341309,5,28.736,535.875
1.4561741352081299,0,28.736,535.875
1.6590402126312256,0,28.736,535.875
1.8619110584259033,0,28.736,535.875
2.064789056777954,0,28.736,535.875
2.267604112625122,0,28.736,535.875
2.4728314876556396,0,28.72,535.875
2.675877094268799,0,28.72,535.875
2.879235029220581,0,28.72,535.875
3.0824010372161865,0,28.736,535.875
3.285472869873047,0,28.736,535.875
3.4881975650787354,0,28.736,535.875
3.6909339427948,0,28.72,535.875
3.8947255611419678,0,28.736,535.875
4.098297595977783,0,28.736,535.875
4.301088809967041,9,28.736,557.875
4.503947019577026,0,28.736,557.875
4.706734895706177,4,28.736,557.875
4.9095470905303955,0,28.736,557.875
5.112449645996094,0,28.736,557.875
5.315310478210449,0,28.736,557.875
5.51825737953186,0,28.835,557.875
5.7211737632751465,0,28.736,557.875
5.924763917922974,0,28.736,557.875
6.127588987350464,0,28.736,557.875
6.330478668212891,0,28.736,557.875
6.53346061706543,0,28.736,557.875
6.73626446723938,0,28.835,557.875
6.939119100570679,0,28.835,557.875
7.14205002784729,0,28.736,557.875
7.344837427139282,6,28.835,555.875
7.547680377960205,2,28.835,555.875
7.751129388809204,0,28.835,555.875
7.953963994979858,4,28.934,555.875
8.156810283660889,0,28.835,555.875
8.359588384628296,0,28.835,555.875
8.562519550323486,0,28.835,555.875
8.766225814819336,0,28.835,555.875
8.973234415054321,0,28.835,555.875
9.178412437438965,0,28.835,555.875
9.384083271026611,0,28.835,555.875
9.590409278869629,0,32.675,553.875
9.796234130859375,10,28.835,553.875
10.00138545036316,0,28.934,553.875
10.205368280410767,0,28.835,553.875
10.41136908531189,0,28.835,553.875
10.617372035980225,0,28.835,553.875
10.826361894607544,0,28.835,553.875
11.031445741653442,0,28.835,553.875
11.238986730575562,0,28.835,553.875
11.447435140609741,0,28.934,553.875
11.650294303894043,0,28.835,553.875
11.853058338165283,4,28.835,553.875
12.057219982147217,0,28.934,553.875
12.263024091720581,0,28.934,553.875
12.4682137966156,6,32.477,683.875
12.674306154251099,36,34.238,683.875
12.881373405456543,38,34.929,683.875
13.088078737258911,33,35.502,683.875
13.300472021102905,32,33.941,683.875
13.506380081176758,39,38.761,683.875
13.71240758895874,44,35.918,683.875
13.925222396850586,33,30.5,683.875
14.135252475738525,37,36.214,683.875
14.357451677322388,29,35.502,683.875
14.562741994857788,36,38.069,683.875
14.77740478515625,32,32.576,683.875
14.985353231430054,38,42.537,683.875
15.192223072052002,33,37.971,683.875
15.402426958084106,30,32.379,683.875
15.625380754470825,38,35.522,683.875
15.8404221534729,30,36.292,683.875
16.048382997512817,39,33.546,683.875
16.259227752685547,39,36.764,683.875
16.468568801879883,34,37.181,683.875
16.68308115005493,38,33.348,683.875
16.88837194442749,37,39.429,683.875
17.09435510635376,40,34.139,683.875
17.305232286453247,36,38.047,683.875
17.515307188034058,31,40.491,683.875
17.72737145423889,39,37.674,683.875
17.933213710784912,34,32.657,683.875
18.138389587402344,37,39.626,683.875
18.352217435836792,30,40.317,683.875
18.562411069869995,35,37.751,683.875
18.77321457862854,33,37.751,683.875
18.978363752365112,41,36.094,683.875
19.185362815856934,36,40.712,683.875
19.39540147781372,31,31.686,683.875
19.60524582862854,31,35.325,683.875
19.812587022781372,33,34.139,683.875
20.017503261566162,32,35.008,683.875
20.228214025497437,37,36.292,683.875
20.435872316360474,37,37.653,683.875
20.640472650527954,37,33.348,683.875
20.84941291809082,44,34.04,683.875
21.052818298339844,34,40.317,683.875
21.261358737945557,29,36.687,683.875
21.466363191604614,29,35.028,683.875
21.682252645492554,18,34.337,683.875
21.89133048057556,22,34.831,683.875
22.10022473335266,21,32.261,683.875
22.315308332443237,23,33.744,683.875
22.52524209022522,20,35.206,683.875
22.737240314483643,22,32.379,683.875
22.946211576461792,22,30.302,683.875
23.157217502593994,20,31.489,683.875
23.377224683761597,22,29.808,683.875
23.593265771865845,28,32.657,683.875
23.80036234855652,21,31.651,683.875
24.009214162826538,22,33.447,683.875
24.2193660736084,40,38.343,683.875
24.42424726486206,30,34.139,683.875
24.62975525856018,38,35.798,683.875
24.850234985351562,34,34.435,683.875
25.067379474639893,33,38.343,683.875
25.27826428413391,35,34.534,683.875
25.48622226715088,36,38.168,683.875
25.69421362876892,41,34.238,683.875
25.90123224258423,38,33.664,683.875
26.11021327972412,30,34.04,683.875
26.317213773727417,32,35.028,683.875
26.524402618408203,35,36.214,683.875
26.732216835021973,39,40.096,683.875
26.94021701812744,46,39.33,683.875
27.147947788238525,25,39.847,683.875
27.35439372062683,33,41.008,683.875
27.561407804489136,31,32.261,683.875
27.771395921707153,37,31.489,683.875
27.9800386428833,33,33.842,683.875
28.19044327735901,34,38.464,683.875
