t,gpu_util_pct,power_w,gpu_mem_used_mb
0.00024580955505371094,0,28.752,707.875
0.229844331741333,20,27.762,707.875
0.438021183013916,0,27.762,707.875
0.6460225582122803,0,27.762,707.875
0.8539905548095703,0,27.663,707.875
1.0677971839904785,0,27.762,707.875
1.2828090190887451,3,27.762,797.875
1.4994993209838867,1,27.861,817.875
1.719801664352417,2,27.762,887.875
1.9368059635162354,0,27.762,887.875
2.153804302215576,0,27.762,1353.875
2.3708012104034424,1,30.22,1353.875
2.590794324874878,2,27.762,1819.875
2.8107950687408447,9,35.028,1819.875
3.017819404602051,35,30.22,1415.875
3.2358014583587646,38,36.51,1415.875
3.454808473587036,30,27.861,1063.875
3.6720080375671387,13,29.626,1063.875
3.8808181285858154,1,27.861,1143.875
4.095793724060059,5,34.257,1173.875
4.303802251815796,47,47.958,1665.875
4.5109944343566895,78,56.725,2491.875
4.729979038238525,87,75.873,3067.875
4.934948682785034,83,62.846,3659.875
5.140975713729858,26,43.377,3783.875
5.345539331436157,62,35.819,3785.875
5.552015066146851,0,34.949,3785.875
5.758012294769287,0,34.949,3785.875
5.961968183517456,0,35.048,3785.875
6.171986818313599,0,35.028,3785.875
6.377808094024658,0,35.048,3785.875
6.582015037536621,0,35.048,3785.875
6.787982702255249,0,35.048,3785.875
6.9939868450164795,0,35.147,3785.875
7.198980093002319,0,27.861,3785.875
7.405996561050415,0,27.861,3785.875
7.611989974975586,0,27.861,3785.875
7.8180015087127686,0,27.762,3785.875
8.02397632598877,0,27.762,3785.875
8.228993892669678,0,27.762,3785.875
8.435006380081177,0,27.762,3785.875
8.639994621276855,0,27.762,3785.875
8.847012281417847,0,27.762,3785.875
9.05400013923645,0,27.861,3785.875
9.261978149414062,0,27.762,3785.875
9.46695590019226,0,27.762,3785.875
9.672976970672607,0,27.762,3785.875
9.876978397369385,0,27.762,3785.875
10.083993434906006,0,27.762,3785.875
10.291009902954102,0,27.762,3785.875
10.49436068534851,0,27.762,3785.875
10.700987100601196,0,27.762,3913.875
10.911018371582031,29,46.972,3847.875
11.120814561843872,86,30.319,3829.875
11.326985597610474,0,30.319,3829.875
11.531996965408325,0,30.319,3829.875
11.738000392913818,1,30.319,3873.875
11.944981098175049,55,32.774,3689.875
12.151018619537354,0,34.851,3689.875
12.354971647262573,0,35.246,3689.875
12.560983419418335,0,35.028,3689.875
12.76580548286438,0,35.028,3689.875
12.97200322151184,0,35.028,3689.875
13.178879737854004,0,34.949,3689.875
13.389482975006104,0,35.048,3689.875
13.59410285949707,0,35.028,3689.875
13.79882025718689,0,35.028,3689.875
14.004045009613037,0,27.861,3689.875
14.209999322891235,0,27.861,3689.875
14.421051979064941,0,27.861,3689.875
14.627575397491455,0,27.762,3689.875
14.83332109451294,0,27.762,3689.875
15.041189670562744,0,27.861,3689.875
15.248361587524414,0,27.861,3689.875
15.456989288330078,0,27.861,3689.875
15.66498613357544,0,27.762,3689.875
15.876798629760742,0,27.762,3689.875
16.085071325302124,0,27.762,3689.875
16.294121503829956,0,27.762,3689.875
16.49980092048645,0,27.861,3689.875
16.710996627807617,0,27.861,3689.875
16.91995096206665,0,27.861,3689.875
17.12701654434204,0,27.762,3689.875
17.334995985031128,0,27.861,3689.875
17.5468270778656,0,27.762,3689.875
17.762031078338623,0,27.861,3689.875
17.968996286392212,0,27.861,3689.875
18.1807963848114,28,43.87,3851.875
18.390803575515747,74,54.758,3477.875
18.606805324554443,25,29.148,3383.875
18.813154220581055,0,29.148,3383.875
19.022037029266357,0,29.132,3383.875
19.22703194618225,2,29.148,3333.875
19.4329891204834,47,49.21,3147.875
19.638968467712402,27,30.715,3147.875
19.844990491867065,0,30.715,3147.875
20.053992986679077,0,30.715,3147.875
20.257973432540894,0,30.715,3147.875
20.466050386428833,0,30.715,3147.875
20.671000003814697,0,30.616,3147.875
20.87697958946228,0,30.715,3147.875
21.08199167251587,0,30.715,3147.875
21.287972688674927,0,27.861,3147.875
21.49397587776184,0,27.861,3147.875
21.697972774505615,0,27.861,3299.875
21.903961658477783,30,45.225,2991.875
22.11080288887024,86,69.888,2839.875
22.319002628326416,99,66.833,2575.875
22.52300000190735,65,34.949,2413.875
22.728992462158203,0,35.127,2413.875
22.933817148208618,0,35.246,2413.875
23.142003774642944,0,35.127,2413.875
23.34880542755127,0,35.147,2413.875
23.5538067817688,0,35.325,2413.875
23.758973121643066,0,35.127,2413.875
23.964983463287354,0,35.147,2413.875
24.17299246788025,0,35.246,2413.875
