t,gpu_util_pct,power_w,gpu_mem_used_mb
0.0002086162567138672,0,13.039,369.875
0.20454978942871094,3,27.366,403.875
0.4138157367706299,1,27.366,403.875
0.6170718669891357,0,27.366,403.875
0.8197805881500244,0,31.111,517.875
1.0224857330322266,7,27.465,461.875
1.225296974182129,5,27.465,463.875
1.428088903427124,1,27.465,495.875
1.63090181350708,7,27.465,495.875
1.8337781429290771,0,27.465,495.875
2.0388288497924805,0,27.465,495.875
2.241659164428711,0,27.465,495.875
2.4444987773895264,0,27.465,495.875
2.6473388671875,0,27.465,495.875
2.8503012657165527,0,27.465,495.875
3.0530803203582764,0,27.465,495.875
3.256225824356079,0,27.465,495.875
3.4644711017608643,0,27.465,495.875
3.6696815490722656,0,27.465,495.875
3.8754684925079346,0,27.465,495.875
4.080639839172363,7,27.465,509.875
4.284472465515137,0,27.465,509.875
4.491627216339111,0,27.465,509.875
4.696645259857178,0,27.465,509.875
4.900642395019531,0,27.465,509.875
5.105766296386719,0,27.465,509.875
5.311673641204834,0,27.465,509.875
5.518946886062622,0,27.465,509.875
5.726700305938721,0,27.465,509.875
5.929578542709351,0,27.465,509.875
6.134623050689697,0,27.465,509.875
6.337433099746704,0,27.564,509.875
6.540284633636475,0,27.465,509.875
6.743154525756836,0,27.564,509.875
6.947470426559448,0,27.564,509.875
7.151769161224365,0,27.564,509.875
7.359298229217529,0,27.465,509.875
7.562101125717163,0,27.564,509.875
7.76483154296875,0,27.564,509.875
7.9677088260650635,0,29.923,481.875
8.172468185424805,21,32.774,501.875
8.378620862960815,17,28.257,501.875
8.590162515640259,18,32.477,501.875
8.800492286682129,18,28.637,501.875
9.007995843887329,14,32.873,501.875
9.217057704925537,18,30.913,501.875
9.421566247940063,19,30.895,501.875
9.629621267318726,15,28.736,501.875
9.83661413192749,15,30.203,501.875
10.041604995727539,16,30.22,501.875
10.2486093044281,19,34.238,501.875
10.45354700088501,15,29.132,501.875
10.6616370677948,20,28.158,501.875
10.866926670074463,15,31.803,501.875
11.07663631439209,15,30.517,501.875
11.283522367477417,20,29.033,501.875
11.488612413406372,18,30.022,501.875
11.70062255859375,18,34.633,501.875
11.909526586532593,18,29.808,501.875
12.115652084350586,15,33.961,501.875
12.323633670806885,17,29.923,501.875
12.52964472770691,18,28.637,501.875
12.733493566513062,15,30.005,501.875
12.942620992660522,20,29.429,501.875
13.147664546966553,17,30.319,501.875
13.356648683547974,15,28.637,501.875
