t,gpu_util_pct,power_w,gpu_mem_used_mb
0.0007274150848388672,0,27.846,515.875
0.3083674907684326,0,28.34,535.875
0.5175137519836426,1,27.747,535.875
0.7253262996673584,0,27.747,555.875
0.9314785003662109,2,27.846,595.875
1.137481927871704,0,28.34,595.875
1.3414802551269531,9,27.846,561.875
1.5474929809570312,2,27.747,567.875
1.758486032485962,12,28.835,595.875
1.9644606113433838,16,28.043,615.875
2.171675682067871,5,27.846,619.875
2.380476951599121,0,27.747,619.875
2.589326858520508,0,27.747,619.875
2.7954890727996826,0,27.747,619.875
3.00551700592041,0,27.747,619.875
3.213325262069702,0,27.846,619.875
3.42452335357666,9,28.538,657.875
3.6323118209838867,11,27.944,703.875
3.8374767303466797,5,27.846,713.875
4.0473151206970215,4,27.747,715.875
4.252486705780029,1,27.747,715.875
4.459333658218384,0,27.747,715.875
4.674515962600708,0,27.747,715.875
4.87950325012207,0,27.944,733.875
5.085500240325928,21,27.747,715.875
5.2904253005981445,11,27.747,715.875
5.496502876281738,0,27.747,715.875
5.702496290206909,0,27.747,715.875
5.907478332519531,0,27.747,715.875
6.111477613449097,0,27.846,715.875
6.319505929946899,0,27.846,715.875
6.524472236633301,0,27.747,715.875
6.729475736618042,0,27.747,715.875
6.934470176696777,0,27.747,715.875
7.140486478805542,0,27.747,715.875
7.3474884033203125,0,27.747,715.875
7.552480220794678,0,27.747,715.875
7.758485555648804,0,29.231,713.875
7.96431040763855,15,27.96,713.875
8.173474788665771,18,28.934,711.875
8.385575532913208,26,29.626,727.875
8.589792251586914,21,28.439,705.875
8.79648208618164,2,27.747,705.875
9.005539655685425,0,27.762,705.875
9.211334228515625,0,27.747,705.875
9.41750717163086,0,27.747,705.875
9.626492500305176,0,27.747,705.875
9.833488941192627,0,27.747,705.875
10.040488481521606,0,27.747,705.875
10.249508142471313,0,27.747,705.875
10.455492973327637,0,27.747,705.875
10.659487962722778,0,27.747,705.875
10.86833667755127,0,27.747,705.875
11.077569246292114,0,27.846,705.875
11.281719446182251,0,27.747,705.875
11.48850679397583,0,27.747,705.875
11.692474842071533,0,27.747,705.875
11.899474143981934,0,27.747,705.875
12.105491399765015,0,27.747,705.875
12.310322046279907,0,27.747,705.875
12.515491247177124,0,27.747,705.875
12.721521615982056,0,27.762,705.875
12.929498434066772,7,27.846,703.875
13.138497352600098,7,29.132,703.875
13.344489336013794,0,27.747,703.875
13.553498029708862,0,27.747,703.875
13.760511875152588,0,27.747,703.875
13.96552562713623,0,27.747,703.875
14.171511173248291,0,27.747,703.875
14.378315210342407,0,27.762,703.875
14.582469940185547,0,27.747,703.875
14.78852367401123,0,27.762,703.875
14.993026971817017,0,27.762,703.875
15.200327634811401,0,27.762,703.875
15.40769338607788,0,27.747,703.875
15.616522073745728,0,27.747,703.875
15.826313018798828,0,27.747,703.875
16.03246784210205,0,27.747,703.875
16.241320610046387,0,27.747,703.875
16.456339597702026,0,27.747,703.875
16.66530990600586,0,27.747,703.875
16.873311042785645,0,27.747,703.875
17.079490423202515,0,27.747,703.875
17.286325454711914,0,27.747,703.875
17.495659589767456,0,27.747,703.875
17.702319622039795,0,27.747,703.875
17.909589767456055,0,27.747,703.875
18.11832070350647,0,27.747,703.875
18.323488473892212,0,27.648,703.875
18.529473781585693,0,27.747,703.875
18.73850178718567,0,27.96,743.875
18.944321393966675,0,27.747,743.875
19.148531913757324,0,27.747,743.875
19.35550546646118,0,27.747,743.875
19.56050395965576,0,27.762,743.875
19.76648497581482,0,27.747,743.875
19.972490549087524,0,27.747,743.875
20.17748212814331,0,27.747,743.875
20.383495807647705,0,27.747,743.875
20.58848237991333,0,27.747,743.875
20.794512033462524,0,27.648,743.875
21.000484228134155,0,27.747,743.875
21.205514192581177,0,27.648,743.875
21.410480737686157,0,27.747,743.875
21.61750841140747,0,27.747,743.875
21.821507453918457,0,27.747,743.875
22.03147029876709,0,27.747,743.875
22.235460996627808,0,27.747,743.875
22.4424946308136,0,27.747,743.875
22.648279428482056,0,27.747,743.875
22.85447645187378,0,27.747,743.875
23.05950665473938,4,30.994,699.875
23.26568913459778,5,27.747,699.875
23.4721782207489,0,27.747,699.875
23.67844796180725,0,27.747,699.875
23.883476495742798,0,27.747,699.875
24.08849549293518,0,27.747,699.875
24.294517755508423,0,27.747,699.875
24.501474142074585,0,27.747,699.875
24.706485748291016,0,27.747,699.875
24.911484479904175,0,27.762,699.875
25.117494821548462,0,27.747,699.875
25.324480533599854,0,27.747,699.875
25.529466152191162,0,27.762,699.875
25.73548650741577,0,27.747,699.875
25.94048309326172,0,27.747,699.875
26.147513151168823,0,27.747,699.875
26.353505611419678,0,27.648,699.875
26.560325860977173,0,27.747,699.875
26.765530824661255,0,27.663,699.875
26.970473766326904,0,27.648,699.875
27.17650008201599,0,27.762,699.875
27.383329153060913,9,27.747,697.875
27.59031081199646,26,29.824,735.875
27.799314975738525,32,30.104,779.875
28.008312940597534,31,29.643,779.875
28.23344659805298,25,29.412,779.875
